side_effect,compound
db00287,c0003864
db00268,c0021141
db00246,c0007785
db00601,c0151596
db01264,c0018213
db00741,c0042384
db00437,c0028643
db00273,c0151773
db00862,c0020649
db00909,c0855242
db00349,c0004093
db00563,c0267797
db08882,c0030305
db06809,c0282548
db00262,c0031212
db00983,c0220981
db00424,c0023518
db00307,c0030252
db01339,c0235821
db00667,c0042109
db06781,c0018681
db04572,c0948594
db00465,c0349506
db00528,c0038362
db01229,c0860239
db00091,c0160390
db00651,c0012797
db00385,c0028173
db00270,c0010200
db00286,c0006142
db00396,c0006142
db01198,c0392620
db00337,c0162429
db00553,c0012833
db00399,c0015967
db01220,c0917801
db01044,c0007859
db00218,c0851341
db00230,c0026827
db00997,c0028734
db00472,c0085633
db00763,c0003862
db01403,c0022346
db00246,c0009676
db00193,c0018524
db06209,c0151705
db00480,c0542027
db00882,c0023418
db00291,c0026650
db06700,c0040822
db00429,c2830004
db00188,c0239725
db00804,c0152198
db00749,c0038362
db00224,c0041349
db01193,c0919715
db06616,c0017181
db00544,c0231528
db00698,c0002888
db01175,c0476280
db00304,c0086543
db00185,c0020621
db01009,c3665347
db00586,c0333641
db00294,c0002170
db01006,c0009782
db01186,c0011206
db00271,c0021308
db00531,c0231528
db00230,c0040034
db00834,c0014518
db01069,c0085631
db00413,c0376358
db00864,c0013604
db01224,c0743295
db00545,c0235710
db00712,c0014591
db01205,c0235546
db08873,c0152227
db08896,c0151908
db00834,c0042963
db00520,c0009676
db00422,c0018799
db00215,c0020517
db01168,c0876994
db00969,c0009450
db00809,c0003811
db00669,c0011991
db00214,c0267596
db00656,c0234458
db01591,c0235234
db00187,c0008033
db00285,c0034186
db00864,c0232462
db00294,c0016059
db00443,c0042909
db00977,c1096458
db00815,c0003123
db01183,c0037383
db00742,c0036572
db06204,c0851341
db00630,c0231528
db00305,c0850149
db00519,c0003467
db00296,c0018681
db00755,c0424323
db00780,c0851578
db00231,c0015371
db00313,c0740279
db01275,c0152227
db01249,c0022660
db00860,c0151692
db00770,c0235969
db00459,c0037274
db01120,c0014742
db01173,c1443060
db00684,c0239150
db00185,c0011175
db00358,c0002170
db00186,c0001807
db00983,c3665386
db01062,c0040409
db00182,c0233472
db01586,c0017181
db01203,c0428977
db00857,c0015672
db01273,c0086168
db00258,c3267206
db01592,c0009450
db01149,c0020651
db01124,c0002878
db08881,c0009806
db01003,c1443060
db06201,c0003123
db00620,c0237849
db08816,c0015397
db04843,c0042963
db01592,c3257803
db01205,c0549249
db00813,c0149871
db01233,c0020649
db00361,c0236000
db01240,c0009676
db01232,c0015523
db00281,c0235146
db00246,c0018418
db00445,c0006826
db01136,c0011849
db01083,c0236075
db00544,c0002170
db01137,c0023067
db00472,c0022354
db00468,c0029124
db00783,c0162285
db00323,c0021122
db00635,c0333650
db00492,c0917801
db00808,c0020458
db00185,c0020453
db00624,c0042571
db01232,c0013369
db04839,c0162429
db00091,c0017566
db06605,c0877094
db01162,c0041657
db01101,c0232495
db00273,c0025362
db01024,c0043096
db00834,c0043352
db00503,c0014742
db00860,c0344232
db00497,c0008370
db00218,c0580417
db00496,c0013395
db00839,c0020615
db01041,c0019270
db01608,c0085623
db00734,c0085583
db00457,c0023646
db08866,c0017178
db06703,c0020651
db01220,c0011991
db01229,c0037199
db00683,c1260880
db00783,c0700590
db00331,c0021053
db00472,c0151836
db00289,c0041969
db00877,c0019061
db00359,c0031036
db01129,c0151779
db01165,c0033581
db00833,c0267792
db00999,c0240464
db00264,c0020615
db00712,c0085594
db00688,c0038367
db00619,c0151701
db00307,c0015256
db00396,c0022346
db00916,c0023533
db01077,c0020517
db00343,c0042373
db01156,c0231218
db00552,c0042963
db01332,c0011991
db00843,c0025874
db02703,c0267792
db00603,c0039971
db00996,c0231530
db01167,c0018681
db00539,c0040046
db01029,c1322281
db00530,c0030578
db00424,c0012833
db01265,c0035410
db01416,c0221742
db00440,c0022354
db01167,c0232493
db00569,c0151698
db00213,c0521839
db00674,c0011991
db00656,c0042384
db00181,c0231365
db01217,c0031117
db01182,c0497327
db00448,c0948594
db00184,c0025061
db00770,c0028643
db00216,c0011606
db01175,c0017601
db00712,c0234215
db00998,c0039971
db01623,c0162830
db01232,c0025517
db00503,c1565489
db06703,c0030193
db01186,c0020538
db01364,c0012833
db00224,c0043352
db00318,c0040822
db00982,c1384353
db00910,c0020615
db00551,c0040822
db00862,c0151736
db01068,c0013395
db01234,c0020538
db00014,c0153690
db00484,c0948594
db00788,c0263338
db00603,c0152427
db00586,c0027707
db01390,c0027497
db00288,c0263449
db00296,c0855775
db00577,c0027441
db01006,c0011991
db01586,c0268000
db01162,c2830004
db00999,c0687707
db00819,c0011991
db00273,c0233415
db06213,c0344232
db00629,c1971624
db00783,c0575081
db01167,c0858635
db00193,c0021605
db01390,c0020458
db00852,c0439857
db00373,c0042401
db01186,c3665347
db05271,c0863113
db00190,c0042029
db06813,c0858635
db00620,c0030305
db01268,c0020598
db00999,c0085610
db00755,c0035085
db00910,c0241057
db06777,c0687713
db00185,c0034886
db01167,c0019360
db01623,c0031133
db00989,c0019360
db00398,c0024312
db00285,c0013604
db00787,c0151766
db00705,c0027947
db00862,c0085298
db01247,c0009421
db01162,c0344232
db00246,c0543467
db00829,c0003811
db01175,c2047937
db00448,c0042023
db01248,c0085669
db06209,c0019079
db01097,c0004604
db00422,c0392197
db01590,c0018681
db01558,c0233795
db00750,c0013144
db01263,c0240557
db00188,c0016204
db01394,c0031117
db00818,c0026826
db00176,c0006145
db01044,c0030252
db00619,c0242429
db00715,c0016204
db00982,c0314719
db06701,c0001925
db00323,c0035410
db00589,c0035357
db00374,c0018802
db00295,c0015967
db00225,c0022660
db00545,c0231528
db00543,c0235293
db08918,c0016204
db00989,c0020456
db00726,c0030446
db00908,c0024141
db00581,c0232462
db00999,c0011606
db01216,c0006142
db04844,c0006145
db00244,c0027697
db00216,c0018991
db01351,c0424295
db00313,c0042373
db00210,c0521491
db00285,c0035078
db00740,c0019521
db01097,c0235996
db00936,c0030193
db01210,c0004093
db00346,c0042514
db01048,c0151578
db00982,c0015397
db00224,c0035508
db08884,c0040586
db01215,c0085606
db01173,c0002792
db00985,c0917801
db06237,c0344232
db01039,c0041834
db00465,c1579838
db00268,c0233472
db01233,c0233565
db00843,c0017979
db06288,c0917801
db00188,c2047937
db01241,c0948594
db01205,c0039231
db01238,c0017181
db00910,c0030517
db00727,c0016382
db00983,c0151705
db00231,c0002170
db00879,c0020456
db00176,c0085271
db00188,c0856049
db00755,c0037299
db01029,c2047937
db00396,c0236068
db00864,c0011168
db00556,c0428977
db01050,c0020621
db00136,c0852911
db06268,c0744727
db00973,c0342881
db04711,c0010520
db00966,c0017152
db00864,c0001824
db00091,c0042023
db01595,c0013395
db01030,c0851341
db01198,c0002453
db00860,c0262431
db00659,c0007859
db00921,c0858635
db01264,c0700184
db00808,c1306571
db00397,c0855775
db00631,c0235496
db00459,c0037036
db00782,c0027497
db01589,c0012833
db00630,c0015802
db00268,c1956089
db04573,c1510431
db00295,c0026961
db00721,c0025287
db00590,c0022346
db00685,c0039971
db00953,c0423153
db01128,c0018418
db00091,c0030353
db01101,c0018801
db00224,c0043094
db00666,c0086565
db00633,c0011603
db00442,c0438215
db00681,c0085631
db04868,c0020557
db01232,c0239978
db00344,c0027051
db01115,c0042571
db00300,c0151578
db08873,c0162285
db08874,c0013378
db06777,c0031039
db00938,c0851578
db01149,c0033774
db00558,c0002792
db00441,c0017178
db00180,c0085649
db00698,c0235014
db01002,c0221069
db00494,c1368065
db00818,c0020578
db08947,c0231218
db00999,c0004238
db00972,c3665386
db00494,c0694563
db01062,c0235431
db00523,c0031039
db00997,c3665347
db00538,c0085593
db01001,c1145628
db01129,c0011071
db08873,c0004936
db00091,c0155320
db01097,c0006277
db09015,c0234518
db00480,c0234146
db00569,c0553732
db01394,c0020580
db00377,c0013378
db00816,c0003811
db00855,c0020580
db00529,c0013395
db00495,c0000768
db00535,c0239937
db01600,c0030252
db00480,c0034065
db01273,c0043094
db00496,c0002994
db00472,c0013295
db00555,c0027339
db01005,c0017178
db01346,c0003460
db00864,c0151578
db01044,c0085932
db01042,c0746883
db00196,c1167965
db00362,c0032227
db01160,c0085624
db00590,c0020517
db01132,c0016204
db00623,c0043352
db01128,c0013491
db01105,c0314719
db01083,c0234215
db00623,c0855242
db00352,c0010828
db00370,c0021177
db00450,c0018418
db01263,c0009782
db00949,c0013395
db01128,c0521170
db00943,c0026821
db00244,c0027707
db01415,c1565489
db00178,c0037763
db08903,c0019158
db00185,c0015397
db00220,c0856151
db00537,c0014868
db04930,c0028643
db08826,c0267792
db00641,c0206062
db00462,c0042963
db01053,c0020578
db00724,c0033687
db04572,c1096646
db00188,c0151744
db00523,c0231875
db01364,c0013395
db00489,c0080203
db00399,c0032131
db00273,c0085633
db00338,c0027540
db01165,c0034065
db00681,c0043352
db04574,c0014173
db01104,c0020701
db06702,c0267792
db01115,c0005758
db01238,c0027441
db00590,c0014868
db00741,c0015397
db00864,c0028734
db01118,c0041834
db00765,c0009676
db00523,c0233762
db00555,c0017566
db01242,c0012569
db00681,c0027720
db00287,c0042571
db01004,c0151772
db01224,c0002792
db01215,c0015230
db00402,c0240327
db00401,c0231218
db00669,c0038999
db00230,c0428974
db01246,c0043352
db00831,c0027769
db00872,c0020625
db09009,c0037195
db00773,c0243026
db00273,c0152027
db00564,c0014457
db00591,c0151827
db01168,c0021359
db00465,c0017152
db00445,c0002884
db05294,c0085612
db00286,c0030193
db00776,c3665386
db00612,c2242996
db00744,c0851578
db01036,c0521839
db00734,c0340865
db01151,c0011603
db00529,c0040053
db00218,c0000731
db00332,c0740304
db05630,c0233407
db01248,c0151763
db01037,c0003123
db00625,c0029445
db00985,c0009676
db01085,c0152009
db08941,c0039231
db01586,c0013395
db00743,c0026826
db00575,c0015397
db00578,c0033774
db01110,c0235351
db00358,c0036572
db00471,c0151763
db00625,c0235146
db00829,c0234233
db00967,c0917801
db01041,c0024312
db01362,c0542184
db00268,c1384353
db04868,c0221727
db01390,c0268000
db00408,c0025061
db01053,c0242350
db01235,c0013423
db06699,c0011570
db00213,c0008031
db01320,c0004144
db00967,c0027497
db00790,c0018965
db01165,c0003811
db00594,c0015672
db00910,c0020649
db00502,c0018418
db04573,c0004936
db00586,c0022346
db01119,c0019372
db00829,c0018799
db00722,c0041969
db00567,c0023530
db01215,c0015967
db06695,c0027051
db01050,c0019212
db00778,c0013395
db01190,c0037763
db00247,c0009806
db00303,c0006849
db00230,c1142135
db00370,c0151692
db00885,c0027424
db00335,c0041657
db01060,c0002792
db01105,c0013390
db00734,c0029882
db00328,c0267380
db00588,c2363730
db00905,c0042164
db00445,c0344232
db00953,c0233414
db01058,c0004093
db00790,c0009241
db00770,c0151605
db00684,c1262144
db00918,c0024902
db00338,c0004096
db00252,c0021368
db00195,c0011570
db04845,c0220981
db00736,c0017178
db00608,c0015371
db00247,c0030554
db00608,c0751494
db00915,c0344232
db00244,c0029408
db01069,c0278134
db00982,c0085636
db00238,c2225524
db01238,c0161479
db01167,c0020517
db01137,c0003864
db00575,c0002994
db06213,c0017178
db00413,c0234215
db01137,c0151827
db00575,c0314719
db00091,c0027497
db00908,c0003537
db00341,c0015393
db00943,c0017563
db00493,c0232807
db00755,c1527311
db01175,c0042373
db00710,c0687713
db00519,c0428282
db00323,c0025061
db01331,c0700345
db08916,c0234894
db00417,c0002878
db01618,c0013404
db06204,c0010200
db01320,c0231528
db01101,c0347941
db00631,c0023380
db01280,c0009676
db01600,c0018681
db00360,c0042029
db01236,c0424332
db00943,c0236075
db00998,c0002963
db00864,c0006826
db00193,c0155943
db06703,c0011991
db01133,c0004093
db00997,c0024312
db00585,c0012833
db00361,c0231218
db01111,c1504494
db01240,c0002792
db04876,c0851341
db00246,c0040046
db00869,c0000737
db00736,c2364111
db00193,c0003123
db00577,c0034155
db00736,c0022107
db00303,c0020580
db00198,c0017181
db06287,c0085641
db00457,c0428977
db00153,c0013336
db00563,c0237849
db00196,c0021051
db00459,c0000768
db00218,c0016204
db00285,c0042018
db01320,c0151786
db01120,c0428977
db01166,c0151539
db01220,c0003123
db00877,c0000833
db01001,c0740425
db00997,c0085669
db01624,c0030252
db00247,c0085649
db00934,c0011253
db00374,c0518015
db00282,c0020458
db00790,c1527407
db00381,c0232431
db01240,c2939447
db00727,c0547030
db01197,c0038325
db00563,c0085605
db04868,c0392699
db01416,c0004096
db00829,c2830004
db00248,c0086565
db08909,c0232492
db00528,c0151205
db01181,c0038220
db00900,c1262113
db00377,c0085610
db01115,c0037763
db00419,c0023218
db00472,c0233523
db00862,c0008031
db01075,c0018681
db00716,c0030193
db01043,c0036396
db00635,c0175167
db00641,c0004238
db00938,c0009450
db00847,c0232462
db04839,c0151582
db06616,c0268000
db00535,c0030920
db01409,c0039070
db01242,c0011175
db00612,c0235822
db00642,c0041657
db00211,c0020538
db00862,c0041657
db00734,c0033117
db06288,c0018681
db00482,c0042029
db01254,c0040264
db00104,c0043251
db01020,c0236075
db01039,c0574067
db00373,c0085636
db00669,c0522224
db00136,c0000737
db00234,c3203358
db00425,c0442874
db00477,c0026205
db00918,c0006277
db00243,c0010200
db06716,c0018681
db08873,c0234215
db00911,c0036572
db01202,c0233794
db00709,c0017178
db08901,c0009782
db00252,c0009763
db00264,c0349506
db00252,c0080274
db00413,c0008031
db00780,c0043094
db01551,c0037274
db01168,c0011168
db00603,c0005940
db00857,c0262985
db01156,c0234458
db01267,c0040479
db01062,c0429774
db01180,c0042029
db00762,c0011175
db00758,c0232849
db06699,c0085649
db00783,c0549405
db01274,c2047937
db00688,c0019572
db00537,c0423234
db00218,c0948595
db04868,c0269268
db00398,c0033687
db01118,c0392702
db00709,c0032961
db01024,c0026821
db00716,c0687713
db00712,c0009319
db08930,c0267792
db00949,c0521839
db00788,c0043096
db00484,c0849918
db00620,c0004096
db00989,c0234369
db00441,c0021053
db01238,c0028084
db00324,c0015397
db00738,c0016927
db01166,c0039240
db00230,c0151779
db06335,c0002994
db01175,c0002453
db01043,c0020625
db00706,c0020538
db00429,c0262397
db01136,c0231218
db00389,c0027765
db00482,c0027441
db00370,c2225524
db00104,c0010200
db06817,c0035078
db01240,c0178298
db00296,c0040034
db00343,c0041969
db00962,c0034634
db00248,c0002170
db00757,c0003467
db00713,c0011603
db00451,c0016382
db00215,c0003864
db00589,c0030252
db01074,c0012569
db00815,c0015672
db01238,c0239940
db00215,c0267792
db08990,c0031542
db00681,c0020625
db00582,c0002874
db00924,c0004134
db01198,c0151786
db00434,c0011991
db00563,c1142499
db01041,c0003123
db01375,c0013604
db00661,c0030252
db00740,c0020625
db00779,c0041834
db01273,c0030318
db00490,c0392162
db00377,c0027765
db00688,c0030305
db00673,c0034065
db00761,c0015230
db00970,c0005779
db00828,c0151905
db00507,c0012833
db00635,c0020557
db00762,c0311468
db00734,c0020458
db00783,c0013390
db01137,c0151883
db00524,c0000731
db08874,c0002994
db08930,c0004364
db00276,c0004936
db00681,c0004144
db00335,c0004093
db00328,c0038367
db01610,c0014457
db01362,c0013378
db04574,c0007869
db00583,c0232462
db00612,c0016655
db01060,c0017178
db00653,c0038990
db00969,c0281825
db00493,c0853813
db00399,c0013395
db00268,c0024894
db06589,c2717961
db00877,c0020639
db01222,c0152128
db00366,c0151740
db00829,c0438717
db01397,c0520893
db00813,c0018946
db00215,c0027849
db01222,c0518015
db00773,c0149745
db01274,c0151907
db01280,c0027813
db06802,c0013418
db00906,c0038362
db01041,c0948089
db00246,c0035243
db00490,c0423798
db04839,c0438142
db01214,c0010200
db01004,c0424790
db01248,c0851341
db00762,c0000737
db00185,c0020456
db06218,c0030554
db01043,c0080274
db00035,c0020621
db00736,c0027720
db00740,c0041969
db00213,c0019360
db00700,c0700225
db01129,c0020621
db00445,c0013144
db00673,c0700184
db00860,c0043251
db00499,c0003123
db00268,c0010692
db00698,c0027932
db00480,c0019158
db00882,c0019322
db00480,c0025874
db00934,c0235290
db01397,c0038990
db00934,c0041657
db00404,c0042571
db01129,c0011991
db00807,c0162820
db08864,c0000737
db01259,c0687713
db00917,c0151315
db00743,c0043352
db00176,c0019112
db01073,c0278134
db00301,c0034150
db00188,c0948089
db05812,c0008031
db00426,c0232487
db00445,c2939419
db00471,c0041969
db00285,c0004610
db00244,c0011168
db01595,c0038990
db00878,c0037199
db00193,c0013404
db01268,c0149770
db00734,c0011053
db00564,c0085932
db00864,c0037763
db00268,c0004691
db01068,c0239739
db01390,c0151602
db00949,c0034150
db01217,c0041834
db06212,c0009782
db00813,c0476280
db00343,c0270729
db00952,c0278134
db00448,c0013395
db00213,c0518015
db06701,c0857305
db00784,c0040034
db00181,c1258215
db01267,c0221244
db00704,c0000737
db00178,c0030807
db00847,c0009806
db01120,c0234215
db00953,c0015672
db00736,c0030305
db00220,c0877192
db00704,c1443060
db00871,c0008031
db08828,c0027497
db01249,c0152027
db04946,c0018799
db01008,c1384353
db00713,c0238106
db00659,c0013404
db00476,c0030846
db00681,c3263723
db00571,c0234238
db01142,c0948594
db01075,c0027769
db00715,c0085932
db01129,c0022904
db00246,c0338831
db01156,c0025874
db01592,c0041912
db00582,c0013390
db00320,c1519353
db00289,c0233477
db00897,c0040822
db06781,c0858617
db00907,c0027769
db06705,c1443060
db01401,c0151559
db00555,c0558489
db06204,c0041969
db00784,c0234215
db00202,c0003578
db00743,c0428977
db05039,c0015230
db00820,c0042029
db06698,c1443060
db01151,c0040034
db00864,c0242973
db01238,c0085637
db00476,c0853034
db01153,c0241057
db01254,c0003123
db00273,c0038367
db00571,c0006266
db01156,c0518015
db04868,c0151905
db01232,c0031157
db06414,c0877192
db01126,c0020453
db00380,c0242656
db00545,c2830004
db00722,c0038990
db00216,c0151849
db01198,c0234215
db00700,c1384353
db00327,c0235195
db00814,c0015397
db00727,c0015230
db00909,c0014518
db00743,c0008031
db00422,c2937358
db01261,c2047937
db04839,c0020565
db00381,c0009763
db00465,c0015967
db06335,c0040034
db00763,c0033774
db04572,c0009763
db01327,c0022658
db00542,c0349506
db08907,c0276684
db05294,c0017178
db00573,c0039231
db01104,c0018418
db06701,c0011603
db00446,c0033774
db00381,c0018681
db00734,c0011609
db00968,c0160390
db00361,c0149871
db00285,c0018944
db00490,c2047937
db06702,c0022104
db01253,c0034063
db00877,c0687713
db00673,c0026205
db00688,c0015397
db04896,c0338831
db00224,c0162429
db00704,c0018681
db00968,c0042373
db00208,c0041349
db00927,c0015672
db00483,c0037023
db01001,c3263723
db01217,c0043094
db00190,c0016382
db00656,c0686347
db00704,c0234238
db00531,c0032617
db00203,c0151888
db01175,c0011206
db01254,c0919980
db01160,c0027497
db00703,c2047937
db00520,c0855644
db00246,c0541941
db00572,c0020649
db00857,c1260880
db00398,c0030196
db00413,c0026764
db01073,c1306600
db01008,c0023212
db00962,c0267596
db06705,c0003467
db00193,c0027932
db01219,c0031542
db00943,c0006444
db01002,c0162429
db00213,c0268000
db00376,c0542476
db01211,c0085612
db01234,c0687713
db01238,c0855333
db00287,c0009806
db01041,c0011124
db00246,c0027441
db01274,c0034359
db08910,c0013922
db00924,c0233414
db06228,c0018799
db00697,c0403632
db01224,c0026650
db00733,c0013144
db00601,c0151479
db08826,c0151904
db01263,c0232492
db01204,c0002792
db00989,c0404521
db04911,c0740394
db00582,c0020676
db00642,c0009319
db01175,c0541832
db00035,c0039070
db00776,c0149931
db00882,c0018818
db04868,c0020580
db00425,c0178421
db00964,c0234632
db06715,c0039231
db01059,c0151579
db01015,c0003123
db06770,c0020580
db00196,c0311468
db01264,c0029445
