e1,e2,all
db00531,"['db00531', 'db00888', 'db01181']","['db00531', 'db00531', 'db00888', 'db01181', 'c0036983', 'c0231218', 'c0004509', 'c0004093', 'c0042514', 'c0403632', 'c0151623', 'c0002878', 'c1260880', 'c1142523', 'c2047937', 'c0151602', 'c0038362', 'c0267537', 'c0020461', 'c0425945', 'c0854467', 'c0019158', 'c0085692', 'c0282488', 'c0858259', 'c0014356', 'c0037383', 'c0041959', 'c0030312', 'c0029928', 'c0027540', 'c0015376', 'c0854532', 'c0392386', 'c0521465', 'c0027651', 'c0746883', 'c0152029', 'c0042721', 'c0034091', 'c0034642', 'c0242184', 'c2363731', 'c1863751', 'c0013378', 'c0151747', 'c0015934', 'c0153619', 'c0037928', 'c0231528', 'c0032617', 'c0040034', 'c0002792', 'c0018790', 'c0027441', 'c0426390', 'c0858979', 'c0876994', 'c0162834', 'c0162283', 'c0409974', 'c0013604', 'c0019156', 'c0404445', 'c0035078', 'c0221152', 'c0009450', 'c0853149', 'c0020456', 'c0020538', 'c0023470', 'c0042109', 'c0392699', 'c0020517', 'c0011991', 'c0043250', 'c1287298', 'c0006266', 'c0152021', 'c0149745', 'c0024305', 'c0023530', 'c0235032', 'c0027092', 'c1328537', 'c0022876', 'c1145670', 'c1262013', 'c0024299', 'c0042384', 'c0149904', 'c0311468', 'c0011644', 'c0040822', 'c0030554', 'c0020649', 'c0018801', 'c0020625', 'c0035455', 'c0027497', 'c0086565', 'c2717961', 'c0018802', 'c1443060', 'c0236075', 'c0234215', 'c0948441', 'c0040038', 'c0041834', 'c0037290', 'c0240035', 'c0027022', 'c0003862', 'c0232462', 'c0022660', 'c0549410', 'c0030193', 'c0027145', 'c0151934', 'c0037763', 'c0040053', 'c0032285', 'c0549567', 'c0206061', 'c1442837', 'c0700292', 'c0002453', 'c0036974', 'c0151692', 'c1720775', 'c0019080', 'c0027424', 'c0234233', 'c0025323', 'c0042487', 'c0008031', 'c0007177', 'c1739418', 'c0853960', 'c0027051', 'c0599918', 'c0235490', 'c0018681', 'c0011053', 'c0011603', 'c0041364', 'c0742906', 'c0700590', 'c3160858', 'c0085584', 'c0340726', 'c0919823', 'c0006826', 'c0151686', 'c0017181', 'c0021368', 'c0002390', 'c0015230', 'c0019151', 'c0600142', 'c0032961', 'c0232849', 'c0020580', 'c0019064', 'c0001824', 'c0009676', 'c0546817', 'c0877077', 'c0152227', 'c1510410', 'c1565489', 'c0003962', 'c0014335', 'c0035222', 'c0002871', 'c0034530', 'c0021359', 'c0476273', 'c0699885', 'c0014742', 'c0003123', 'c0007134', 'c0043092', 'c0423153', 'c0878544', 'c0151701', 'c0156404', 'c0009319', 'c0085605', 'c0039446', 'c0009806', 'c0010200', 'c0019360', 'c0039231', 'c0013922', 'c0521626', 'c0011633', 'c0018965', 'c0085631', 'c0542203', 'c0003811', 'c0085593', 'c0687133', 'c0008370', 'c0518015', 'c0000768', 'c0036572', 'c0022346', 'c0033774', 'c0919924', 'c0041582', 'c0019061', 'c0235416', 'c0027339', 'c0020433', 'c0012833', 'c0027796', 'c0156312', 'c0034065', 'c0239937', 'c0019209', 'c0004238', 'c0005684', 'c0042963', 'c0085932', 'c0740394', 'c0033771', 'c0002170', 'c0017160', 'c2747813', 'c0016382', 'c1720798', 'c0344232', 'c1384666', 'c0549418', 'c0232487', 'c0268000', 'c0013404', 'c0333355', 'c0005758', 'c0085669', 'c2242496', 'c0403639', 'c0869523', 'c0042510', 'c0948594', 'c0035410', 'c0151565', 'c0850149', 'c0015927', 'c0243026', 'c0025637', 'c0014518', 'c0750016', 'c0595877', 'c0015672', 'c0001339', 'c0036529', 'c0018798', 'c0151828', 'c0332575', 'c0015967', 'c0031039', 'c0428977', 'c0034063', 'c2939419', 'c0006272', 'c0027059', 'c0042769', 'c0031117', 'c0012797', 'c0206062', 'c0026766', 'c1961112', 'c0020458', 'c0948089', 'c0595939', 'c0234909', 'c0428974', 'c0026986', 'c0041956', 'c0028960', 'c0040264', 'c0024141', 'c0009763', 'c0031046', 'c0595916', 'c0011849', 'c0004623', 'c0043049', 'c0032227', 'c3495801', 'c0010692', 'c0016059', 'c0152025', 'c0030252', 'c0235996', 'c0028949', 'c0043094', 'c0041296', 'c0012739', 'c0235378', 'c0021141', 'c0341751', 'c0747102', 'c1261473', 'c0521839', 'c0036980', 'c0153618', 'c0038999', 'c0038325', 'c3665347', 'c0085612', 'c0264383', 'c0595883', 'c0424605', 'c0031542', 'c0009917', 'c0020542', 'c0038990']"
db00534,['db00534'],"['db00534', 'db00534', 'c0546817', 'c0027540', 'c0042487', 'c0041582', 'c0020625', 'c0016204', 'c0000833', 'c0015967', 'c0011603', 'c0015230', 'c0020461', 'c0031542', 'c0017181', 'c0232487', 'c0042963', 'c0027497', 'c1112525', 'c0011991', 'c0015376', 'c0009450', 'c0234233']"
db00535,"['db00535', 'db01332', 'db01415', 'db01416', 'db00833', 'db01414', 'db00267', 'db01333', 'db00567', 'db00493', 'db01066', 'db00456', 'db00438', 'db01112', 'db01150', 'db01327', 'db01212', 'db00229', 'db01413', 'db01139', 'db01140']","['db00535', 'db00535', 'db01332', 'db01415', 'db01416', 'db00833', 'db01414', 'db00267', 'db01333', 'db00567', 'db00493', 'db01066', 'db00456', 'db00438', 'db01112', 'db01150', 'db01327', 'db01212', 'db00229', 'db01413', 'db01139', 'db01140', 'c0036572', 'c0009763', 'c0022658', 'c0014356', 'c0232462', 'c0002874', 'c0151904', 'c0023533', 'c0040034', 'c0033774', 'c0239937', 'c0030920', 'c1609512', 'c3203466', 'c0014743', 'c0947999', 'c1527407', 'c0086565', 'c0948089', 'c0347950', 'c0023052', 'c0006852', 'c0034150', 'c0546947', 'c0013384', 'c0427086', 'c0227791', 'c0012833', 'c0001824', 'c0151479', 'c0151594', 'c0221752', 'c0264490', 'c0012739', 'c0041909', 'c0027497', 'c0555120', 'c0151436', 'c2973529', 'c0917801', 'c0003123', 'c0014518', 'c0424295', 'c0085631', 'c0022346', 'c0032285', 'c0023530', 'c0004096', 'c0700345', 'c0004093', 'c0002792', 'c2830004', 'c0027051', 'c0687713', 'c0035078', 'c0011603', 'c0006846', 'c0302809', 'c0151623', 'c0011974', 'c0027947', 'c0232459', 'c0022660', 'c0008031', 'c0043117', 'c0014742', 'c0423791', 'c0035410', 'c0011606', 'c0030312', 'c0002878', 'c0231170', 'c0518015', 'c0038325', 'c0009806', 'c0042267', 'c0018965', 'c0019087', 'c1565489', 'c0005779', 'c0085605', 'c0006840', 'c0018681', 'c0595916', 'c0206062', 'c0011991', 'c0018801', 'c0206061', 'c0042963', 'c0025222', 'c0043352', 'c1257843', 'c0019080', 'c0017178', 'c0036974', 'c0008370', 'c0015230', 'c0162287', 'c0013395', 'c0151565', 'c0020517', 'c0041657', 'c0015967', 'c1258215', 'c0016204', 'c0020538', 'c1458140', 'c0267797', 'c0038362', 'c0036830', 'c0404521', 'c0000737']"
db00536,['db00536'],"['db00536', 'db00536', 'c0016436', 'c0149937', 'c0040034', 'c0018524', 'c0041948', 'c0220870', 'c2363730', 'c1720775', 'c0242528', 'c0233472', 'c1443060', 'c0004134', 'c0015230', 'c0012833', 'c0004238', 'c0022107', 'c0027497', 'c0459435', 'c0234369', 'c0031256', 'c0039231', 'c0392176', 'c0011603', 'c0030554', 'c0041349', 'c0085633', 'c0009676', 'c0302295', 'c0011991', 'c0020458', 'c2363731', 'c0015967', 'c0034150', 'c0023530', 'c0027769', 'c0238304', 'c0549209', 'c1291078', 'c0043352', 'c0013491', 'c0016382', 'c0232462', 'c0038990', 'c0020649', 'c0000737', 'c0233494', 'c0002871', 'c0000729', 'c0040822', 'c0234192', 'c1368065', 'c0151766', 'c0242429', 'c0003123', 'c0030252', 'c0033975']"
db00537,"['db00537', 'db00487', 'db01208', 'db01165', 'db01044', 'db00467', 'db01137', 'db01155', 'db01059', 'db06771']","['db00537', 'db00537', 'db00487', 'db01208', 'db01165', 'db01044', 'db00467', 'db01137', 'db01155', 'db01059', 'db06771', 'c0547030', 'c0014742', 'c0027813', 'c0231218', 'c0267792', 'c0014591', 'c0542571', 'c0423153', 'c0025160', 'c0152227', 'c0042075', 'c0034886', 'c0020538', 'c0004095', 'c0001127', 'c0036974', 'c0340464', 'c0151636', 'c0948447', 'c0002792', 'c0027051', 'c0234215', 'c0031350', 'c0600041', 'c0025287', 'c0085606', 'c0151735', 'c0151905', 'c0853777', 'c0038999', 'c0023518', 'c0338831', 'c0580413', 'c0518015', 'c0009763', 'c0344232', 'c0235266', 'c0035410', 'c0085635', 'c0302295', 'c0920171', 'c0085641', 'c0332575', 'c0853226', 'c0025222', 'c0006852', 'c0474381', 'c0162429', 'c0038325', 'c0017181', 'c0023380', 'c0002878', 'c0034150', 'c0404521', 'c0278045', 'c0030554', 'c0151662', 'c1609496', 'c0242225', 'c0020458', 'c0232461', 'c0015230', 'c0234369', 'c0243026', 'c0600228', 'c0020456', 'c0435002', 'c0080274', 'c0238106', 'c0559031', 'c0311468', 'c0017178', 'c0009319', 'c0836924', 'c0520966', 'c0333472', 'c0014868', 'c0423234', 'c0034063', 'c0003467', 'c0853761', 'c0002994', 'c0020488', 'c0343886', 'c0085819', 'c0013378', 'c0003175', 'c0020452', 'c0042164', 'c0221785', 'c0162298', 'c0860700', 'c0041981', 'c0162834', 'c0234233', 'c0011053', 'c0003862', 'c0392386', 'c0010034', 'c0001122', 'c0041969', 'c0178298', 'c0239454', 'c0010200', 'c0151626', 'c0162285', 'c0022104', 'c0013428', 'c0012569', 'c0003864', 'c0015376', 'c0011630', 'c0151937', 'c0151786', 'c0006846', 'c0040264', 'c0342579', 'c0035455', 'c0042384', 'c1167965', 'c0855704', 'c0595930', 'c0085605', 'c0040822', 'c0085612', 'c0860703', 'c0020580', 'c0740394', 'c0852361', 'c0027066', 'c0027947', 'c2242737', 'c0030193', 'c0018808', 'c0232487', 'c0852733', 'c0042510', 'c0085593', 'c0392699', 'c0020615', 'c0086565', 'c0234458', 'c0152025', 'c0424790', 'c0032541', 'c0860745', 'c0006849', 'c0004134', 'c0004604', 'c0018991', 'c0151798', 'c0155169', 'c0042963', 'c0948595', 'c0037763', 'c0017152', 'c1609512', 'c2363980', 'c0476273', 'c0015967', 'c0036572', 'c0025517', 'c0233471', 'c0262578', 'c0438717', 'c0025061', 'c0020651', 'c1384353', 'c0600142', 'c0021845', 'c0006145', 'c0425669', 'c1565489', 'c2830004', 'c0038826', 'c0019080', 'c0877055', 'c0853748', 'c0270996', 'c0853149', 'c0149523', 'c0085166', 'c0026826', 'c0022346', 'c0018681', 'c0022665', 'c0151596', 'c1384666', 'c0040046', 'c2242996', 'c0020578', 'c0151872', 'c0277934', 'c0011570', 'c0497156', 'c0271298', 'c0012833', 'c0042401', 'c0152002', 'c0028173', 'c0027707', 'c0221742', 'c0022650', 'c0014549', 'c3665386', 'c0038990', 'c0015397', 'c0023052', 'c0040479', 'c0151773', 'c0023222', 'c0595883', 'c0018418', 'c0027441', 'c0438215', 'c0028084', 'c0034065', 'c0020443', 'c0151883', 'c0005940', 'c0013390', 'c0700345', 'c0162297', 'c0151772', 'c3665347', 'c0231530', 'c0042267', 'c0008031', 'c0022661', 'c0239571', 'c0235431', 'c0014518', 'c0033777', 'c0595916', 'c0948807', 'c1443060', 'c0497327', 'c1096282', 'c0541799', 'c0232492', 'c0151754', 'c0038362', 'c0014743', 'c0434437', 'c0011551', 'c0027697', 'c0233407', 'c0038450', 'c0016382', 'c0403723', 'c0018799', 'c0000737', 'c0005779', 'c0151692', 'c0687713', 'c0947912', 'c0220870', 'c0003126', 'c0085636', 'c0236075', 'c0028738', 'c0042373', 'c0854097', 'c0151701', 'c1320835', 'c0232462', 'c0009806', 'c0039971', 'c0847033', 'c0580493', 'c0039070', 'c0085692', 'c0002170', 'c0858797', 'c0026821', 'c0349231', 'c0151479', 'c0021368', 'c0042571', 'c0085632', 'c0543467', 'c0020517', 'c0021053', 'c0149745', 'c0017675', 'c0241558', 'c0013456', 'c0151828', 'c1527358', 'c0019158', 'c0007820', 'c0027540', 'c0039231', 'c0152031', 'c0013144', 'c0917801', 'c0035127', 'c0160390', 'c0151629', 'c0011168', 'c0011991', 'c0019209', 'c0020433', 'c0011206', 'c0085649', 'c0033845', 'c0277585', 'c0041466', 'c1262036', 'c0032227', 'c1112369', 'c0853760', 'c0853847', 'c0025162', 'c0392025', 'c0018965', 'c0151825', 'c0023530', 'c1619733', 'c0010692', 'c0233414', 'c0042109', 'c0236068', 'c0003537', 'c0595928', 'c0423006', 'c0040434', 'c0549433', 'c0011603', 'c0039503', 'c0018099', 'c0231170', 'c0851341', 'c0033975', 'c0031256', 'c0423791', 'c0018524', 'c0040034', 'c0013404', 'c0013395', 'c0423232', 'c0043352', 'c0016204', 'c0857751', 'c0042023', 'c0392525', 'c0852810', 'c0151610', 'c0018790', 'c0851578', 'c0863129', 'c0029878', 'c0022107', 'c0013604', 'c0239377', 'c0042514', 'c0259799', 'c0973461', 'c0079102', 'c0020598', 'c0553698', 'c0006266', 'c0235416', 'c0151588', 'c1510410', 'c0575081', 'c0031117', 'c0853336', 'c0151740', 'c0085271', 'c0004239', 'c0011606', 'c0030252', 'c0232493', 'c0241310', 'c0014457', 'c0849907', 'c0038220', 'c0022573', 'c0004093', 'c0553732', 'c0000731', 'c0235270', 'c0006840', 'c0232495', 'c0085631', 'c0231528', 'c0151849', 'c0030332', 'c0033774', 'c0020453', 'c0004096', 'c0852911', 'c0948294', 'c0031542', 'c0016512', 'c0340865', 'c0042256', 'c0014236', 'c0005758', 'c0038367', 'c0677500', 'c0151736', 'c1142412', 'c1258215', 'c0151746', 'c0332563', 'c0022281', 'c0028259', 'c0023533', 'c0239150', 'c2364111', 'c1761613', 'c0019521', 'c0035078', 'c0151613', 'c0151826', 'c0162830', 'c0027769', 'c0151827', 'c0521491', 'c0232849', 'c0026896', 'c0020649', 'c0151578', 'c0004936', 'c0030196', 'c0015672', 'c1368065', 'c0948089', 'c0024902', 'c2047937', 'c0428977', 'c0854114', 'c1456784', 'c0021313', 'c0549475', 'c0424000', 'c1112214', 'c0009676', 'c0151763', 'c0040409', 'c0022568', 'c0155866', 'c0030312', 'c0151539', 'c0949083', 'c0030305', 'c0151908', 'c0002871', 'c0010038', 'c0595885', 'c0151601', 'c0151766', 'c0026946', 'c0751494', 'c0403632', 'c0233494', 'c0001925', 'c0151579', 'c0151577', 'c0031046', 'c0553704', 'c0022660', 'c0085932', 'c0001824', 'c0314719', 'c0700590', 'c0860901', 'c0149931', 'c0027497', 'c0349506', 'c0032617', 'c0033771', 'c0020437', 'c0026838', 'c0162281', 'c0205204', 'c0004238', 'c0151632', 'c0019917', 'c0227791', 'c0041657', 'c0519030', 'c0022354', 'c0232726', 'c0151904', 'c0019079', 'c0009782', 'c1257843', 'c0948594', 'c0042024', 'c0003123', 'c0032285', 'c0595929', 'c0234632', 'c0687133', 'c0002962', 'c0023895', 'c0036690', 'c0037274', 'c0027765', 'c0574067', 'c0003811', 'c0423602', 'c0025637', 'c0041349', 'c0853089', 'c3263723', 'c3665818', 'c0041834', 'c0262662']"
db00538,"['db00538', 'db00789', 'db00225', 'db08884']","['db00538', 'db00538', 'db00789', 'db00225', 'db08884', 'c0032285', 'c0036572', 'c1260880', 'c0037274', 'c0004604', 'c0016204', 'c0012569', 'c0948525', 'c0013395', 'c0151605', 'c0085624', 'c0041657', 'c0020517', 'c0151594', 'c0232431', 'c0030232', 'c0041834', 'c0030794', 'c0030252', 'c0040046', 'c0542571', 'c0013390', 'c0042401', 'c0151767', 'c0020625', 'c0027441', 'c0011991', 'c0233494', 'c0085649', 'c0040409', 'c0027765', 'c0040264', 'c0002418', 'c0003862', 'c0085593', 'c0518015', 'c0037036', 'c0028643', 'c0020580', 'c0024902', 'c0034880', 'c0155169', 'c0031350', 'c0006267', 'c0018799', 'c0015672', 'c0151889', 'c0853772', 'c0021400', 'c0277925', 'c0030554', 'c0042029', 'c0851578', 'c0013378', 'c0013428', 'c0015397', 'c0003811', 'c0151878', 'c0009676', 'c0085616', 'c0025289', 'c0036835', 'c0700184', 'c2979982', 'c0042963', 'c0344232', 'c0021053', 'c0151827', 'c0151578', 'c0003467', 'c0020456', 'c0002622', 'c0040822', 'c0020598', 'c1320474', 'c0015230', 'c0233407', 'c0085096', 'c0085631', 'c0023218', 'c0025874', 'c0438215', 'c0014591', 'c0027769', 'c0232726', 'c0025222', 'c0151664', 'c0020437', 'c0232462', 'c0018500', 'c1527344', 'c1142412', 'c0004936', 'c0017178', 'c0008031', 'c0026826', 'c0687713', 'c0004096', 'c0037763', 'c0340464', 'c0037199', 'c2939147', 'c0011551', 'c0016382', 'c0011168', 'c0025061', 'c0020538', 'c0019348', 'c0853034', 'c1443060', 'c0037383', 'c2242737', 'c0013491', 'c0151888', 'c0151315', 'c0014724', 'c0740832', 'c0231218', 'c0438142', 'c0162119', 'c0042109', 'c0039971', 'c0030193', 'c0027424', 'c0151786', 'c0151576', 'c1510410', 'c0236024', 'c0151205', 'c0700590', 'c0034882', 'c0009806', 'c0042571', 'c0014742', 'c0236071', 'c0006266', 'c1283048', 'c0851536', 'c0232461', 'c0042373', 'c0003123', 'c0020615', 'c0036974', 'c0151505', 'c0007859', 'c0234215', 'c0917801', 'c0035455', 'c2047937', 'c0004093', 'c0020649', 'c0438254', 'c0033774', 'c0038358', 'c0151736', 'c2830004', 'c0018524', 'c0043352', 'c0853813', 'c0042075', 'c0011603', 'c0235639', 'c0019080', 'c0151735', 'c0013404', 'c0178298', 'c0013456', 'c0948594', 'c0687707', 'c0039070', 'c0010200', 'c0041969', 'c1619692', 'c0014236', 'c0162429', 'c0085614', 'c0000737', 'c0221201', 'c3263723', 'c0235710', 'c0039231', 'c0235431', 'c0239454', 'c0015967', 'c0018681', 'c0018965', 'c0151908', 'c0002792', 'c0009763', 'c0012833', 'c0040034', 'c0019079', 'c0151905', 'c0034886', 'c0027497', 'c0028961', 'c0023066', 'c0151734', 'c0278134', 'c0231528', 'c0020458', 'c0947912', 'c0013604']"
db00539,"['db00539', 'db00735', 'db00925', 'db00647', 'db00836', 'db04938', 'db01237', 'db00366', 'db00675', 'db00882', 'db00676', 'db01173', 'db00865', 'db04837', 'db01075', 'db08903']","['db00539', 'db00539', 'db00735', 'db00925', 'db00647', 'db00836', 'db04938', 'db01237', 'db00366', 'db00675', 'db00882', 'db00676', 'db01173', 'db00865', 'db04837', 'db01075', 'db08903', 'c0042373', 'c0038990', 'c0042134', 'c0010038', 'c0002962', 'c0027497', 'c0017601', 'c0020458', 'c0948089', 'c0085593', 'c0086543', 'c0151907', 'c0023530', 'c0027051', 'c0151763', 'c0476089', 'c0314719', 'c0227791', 'c0040046', 'c0156369', 'c0600142', 'c1971624', 'c0003864', 'c0015672', 'c0025517', 'c0030552', 'c0236075', 'c0040822', 'c0004936', 'c0267792', 'c0040034', 'c0004093', 'c0022346', 'c0042963', 'c0043094', 'c0151766', 'c0015397', 'c0013604', 'c0002170', 'c0040053', 'c0004604', 'c0011603', 'c0018681', 'c0344232', 'c0034065', 'c0004134', 'c0877035', 'c0006145', 'c0017178', 'c0233472', 'c0014173', 'c2979982', 'c0013404', 'c0232462', 'c0427008', 'c0013922', 'c0032584', 'c0520966', 'c0023533', 'c0235270', 'c0948525', 'c0023895', 'c0085633', 'c0012569', 'c0009806', 'c0030193', 'c0015230', 'c0019193', 'c0025061', 'c0003811', 'c0031117', 'c0027765', 'c0023380', 'c0018801', 'c3665386', 'c0858833', 'c0037274', 'c0149871', 'c0003123', 'c0008031', 'c0162429', 'c0178298', 'c0033774', 'c0239571', 'c0010709', 'c3665347', 'c0012833', 'c0917801', 'c0020437', 'c0424790', 'c0857496', 'c0042571', 'c0042790']"
db00540,"['db00540', 'db00719', 'db06148', 'db00751', 'db00768', 'db08801', 'db00498', 'db00924', 'db01619', 'db00458', 'db00344', 'db00776', 'db00434', 'db01151']","['db00540', 'db00540', 'db00719', 'db06148', 'db00751', 'db00768', 'db08801', 'db00498', 'db00924', 'db01619', 'db00458', 'db00344', 'db00776', 'db00434', 'db01151', 'c0013144', 'c0003811', 'c0021141', 'c0241934', 'c0030312', 'c0043094', 'c0239385', 'c0030318', 'c2363731', 'c0030554', 'c0041657', 'c0235660', 'c0011603', 'c0003123', 'c2242996', 'c0338831', 'c0013604', 'c0237314', 'c0031117', 'c0264886', 'c0855333', 'c2584688', 'c0020538', 'c0086565', 'c0018681', 'c0014457', 'c0001824', 'c0020649', 'c1320835', 'c0013395', 'c0585186', 'c0231218', 'c0235347', 'c0017605', 'c0017574', 'c0027769', 'c0033774', 'c0016382', 'c0003467', 'c0018794', 'c0344232', 'c0006384', 'c0040034', 'c0085649', 'c0020651', 'c0087169', 'c0429098', 'c0278134', 'c0004245', 'c0011206', 'c0042510', 'c0242350', 'c0424823', 'c0341047', 'c0233844', 'c0036974', 'c0015672', 'c1368065', 'c0042023', 'c0221490', 'c0233407', 'c0033975', 'c0234133', 'c0028084', 'c1971624', 'c0235293', 'c2363730', 'c0042963', 'c0020580', 'c0036572', 'c0039070', 'c0236068', 'c0015230', 'c0038362', 'c0234215', 'c0020517', 'c0242429', 'c0027497', 'c0917801', 'c0030446', 'c0019158', 'c0038454', 'c0009676', 'c0028734', 'c0948089', 'c0009806', 'c0020458', 'c0011253', 'c0043096', 'c0011124', 'c0424000', 'c1443060', 'c0038990', 'c0236075', 'c2047937', 'c0031256', 'c0030252', 'c0085631', 'c0855242', 'c0520966', 'c0000737', 'c0022107', 'c0040409', 'c0600142', 'c0018418', 'c0233494', 'c0039231', 'c0151878', 'c0027051', 'c0011615', 'c0151610', 'c0232462', 'c0013378', 'c0234708', 'c0151773', 'c0080274', 'c0151798', 'c0042514', 'c0026961', 'c0011991', 'c0152198', 'c0429097', 'c0023530', 'c0004134', 'c0040264', 'c2830004', 'c0042109', 'c0022346', 'c0000729', 'c0002874', 'c2225524', 'c0015967', 'c0040822', 'c0012833', 'c0034150', 'c0018524', 'c0015397', 'c0151596', 'c0040479', 'c0008370', 'c0558148', 'c0024205', 'c0001416', 'c0700590', 'c0152128', 'c2981158', 'c0004093', 'c0151827', 'c0015371', 'c0043352', 'c0028643', 'c0002170']"
db00541,"['db00541', 'db00361']","['db00541', 'db00541', 'db00361', 'c0018681', 'c0011570', 'c0019156', 'c0009450', 'c0032285', 'c0009782', 'c2937358', 'c0235416', 'c0151825', 'c0030446', 'c0152965', 'c0020538', 'c0242528', 'c0036983', 'c2243080', 'c0000727', 'c0442874', 'c0948089', 'c0026766', 'c0919980', 'c0018799', 'c0027813', 'c0151701', 'c0027497', 'c0013428', 'c0011175', 'c0311394', 'c0236000', 'c0038990', 'c0004134', 'c0009377', 'c0023418', 'c0687713', 'c0020649', 'c0015672', 'c1167965', 'c0015967', 'c0004093', 'c0009421', 'c0018524', 'c0476273', 'c0002792', 'c0042963', 'c0025061', 'c0151311', 'c0043096', 'c0085684', 'c0027051', 'c0575081', 'c0012833', 'c0581883', 'c0004936', 'c0150450', 'c0854467', 'c0151904', 'c1295585', 'c0027947', 'c1956346', 'c0021141', 'c0002170', 'c0030554', 'c0042928', 'c0232488', 'c0085631', 'c0001621', 'c0028738', 'c0155320', 'c0030196', 'c0011603', 'c0023530', 'c0011991', 'c0270810', 'c0038362', 'c0031117', 'c0740394', 'c0013604', 'c0746883', 'c0041969', 'c0011053', 'c0017178', 'c0151888', 'c0162830', 'c0000729', 'c0036572', 'c0234428', 'c0030552', 'c0085298', 'c0235025', 'c0029124', 'c0015230', 'c0040034', 'c0856054', 'c0852925', 'c0687133', 'c0015469', 'c0242350', 'c0042373', 'c0425945', 'c1258215', 'c0751955', 'c0522224', 'c0403645', 'c0030312', 'c0149745', 'c0026846', 'c0009806', 'c0042571', 'c0027066', 'c0032617', 'c0002871', 'c0948594', 'c0026858', 'c0020517', 'c0085605', 'c0028643', 'c0278134', 'c0232462', 'c0231528', 'c0020625', 'c2955673', 'c0151786', 'c0235032', 'c0000737', 'c0025323', 'c0007785', 'c0020580', 'c0004604', 'c0021843', 'c0020458', 'c0030193', 'c0042075', 'c0151773', 'c0456909', 'c0018790', 'c0917801', 'c0027765', 'c0080274', 'c0854101', 'c0003123', 'c0041364', 'c0015376', 'c1145670']"
db00542,['db00542'],"['db00542', 'db00542', 'c0018681', 'c0011603', 'c0233494', 'c0030554', 'c0027051', 'c0002792', 'c0030305', 'c0030807', 'c0687713', 'c0574067', 'c0041657', 'c0003811', 'c0040264', 'c2830004', 'c0038454', 'c0349506', 'c0002994', 'c0022354', 'c0036974', 'c0014742', 'c0948594', 'c0027769', 'c0020625', 'c0020461', 'c0023530', 'c0042029', 'c0001824', 'c0231528', 'c0037199', 'c0030252', 'c0026858', 'c0234987', 'c0948586', 'c0863113', 'c0003864', 'c0009806', 'c0855242', 'c0034068', 'c0027947', 'c0085649', 'c0039070', 'c0023052', 'c0035455', 'c0855329', 'c0002170', 'c0033774', 'c0040034', 'c0002962', 'c0011124', 'c0020651', 'c0340865', 'c0013404', 'c0004096', 'c0015230', 'c0008031', 'c0700225', 'c0013395', 'c0021400', 'c0948873', 'c0015672', 'c0006277', 'c0014457', 'c0042571', 'c0027497', 'c0162830', 'c0012833', 'c0004093', 'c0151539', 'c0038325', 'c0009450', 'c0398370', 'c0542571', 'c0017152', 'c0026826', 'c0000737', 'c0010200', 'c0948089', 'c0020458', 'c0020649', 'c0042023', 'c0016382', 'c0031350', 'c0016204', 'c0235431', 'c0004604', 'c0917801', 'c0003862', 'c0025222', 'c0042963', 'c0013604', 'c0038990', 'c0019158', 'c0520966', 'c0948050', 'c0242350', 'c0033687', 'c0003467', 'c0020517', 'c0541923', 'c0002878', 'c0011991']"
db00543,"['db00543', 'db01511', 'db01588', 'db00363', 'db06216', 'db01224', 'db00842', 'db00829', 'db00186']","['db00543', 'db00543', 'db01511', 'db01588', 'db00363', 'db06216', 'db01224', 'db00842', 'db00829', 'db00186', 'c0030305', 'c0156404', 'c0002170', 'c0152227', 'c0028643', 'c0233494', 'c0028084', 'c0042384', 'c0023530', 'c0030252', 'c0003123', 'c0027769', 'c0004238', 'c0020538', 'c0041657', 'c0233571', 'c0424823', 'c0423153', 'c0030446', 'c0242350', 'c2242996', 'c0221490', 'c0235293', 'c0011991', 'c0855242', 'c0012833', 'c0687713', 'c0278107', 'c0001824', 'c0039231', 'c0039070', 'c0004134', 'c1320835', 'c0004245', 'c0018681', 'c0233407', 'c0239385', 'c0015672', 'c0004093', 'c0015230', 'c0036572', 'c0042023', 'c0018524', 'c0013144', 'c1443060', 'c0009806', 'c2225524', 'c0015967', 'c0686347', 'c0152198', 'c0520966', 'c0013378', 'c0024205', 'c0033774', 'c0151596', 'c0344232', 'c1306341', 'c0043094', 'c0235660', 'c0014457', 'c0019158', 'c0011124', 'c0040264', 'c0085631', 'c0027051', 'c0009676', 'c0232462', 'c0020580', 'c0278134', 'c0000737', 'c0241934', 'c0027849', 'c0034150', 'c0020649', 'c0027424', 'c2830004', 'c2584688', 'c0016204', 'c0040034', 'c0031256', 'c0011603', 'c0042963', 'c0080274', 'c0015371', 'c0233414', 'c0001416', 'c0948089', 'c0038362', 'c0026961', 'c0235198', 'c0013395', 'c0021141', 'c0018794', 'c0426584', 'c0011253', 'c0013604', 'c0022346', 'c0030554', 'c0341047', 'c0232461', 'c0043352', 'c0234133', 'c1368065', 'c0018418', 'c0038454', 'c0036974', 'c0085611', 'c0042109', 'c0428974', 'c0027497', 'c0040822', 'c0235347', 'c0917801']"
